entity_label,entity_class,oid,mentioned,entity,
UBERON_0003126,Class,mp.owl,23,http://purl.obolibrary.org/obo/UBERON_0003126,
UBERON_0010708,Class,hp.owl,34,http://purl.obolibrary.org/obo/UBERON_0010708,
UBERON_0010708,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0010708,
UBERON_0000916,Class,hp.owl,22,http://purl.obolibrary.org/obo/UBERON_0000916,
UBERON_0000916,Class,mp.owl,20,http://purl.obolibrary.org/obo/UBERON_0000916,
UBERON_0000058,Class,hp.owl,21,http://purl.obolibrary.org/obo/UBERON_0000058,
UBERON_0000058,Class,mp.owl,21,http://purl.obolibrary.org/obo/UBERON_0000058,
UBERON_0000974,Class,hp.owl,22,http://purl.obolibrary.org/obo/UBERON_0000974,
UBERON_0000974,Class,mp.owl,19,http://purl.obolibrary.org/obo/UBERON_0000974,
UBERON_0003655,Class,hp.owl,17,http://purl.obolibrary.org/obo/UBERON_0003655,
UBERON_0003655,Class,mp.owl,24,http://purl.obolibrary.org/obo/UBERON_0003655,
UBERON_0002028,Class,hp.owl,16,http://purl.obolibrary.org/obo/UBERON_0002028,
UBERON_0002028,Class,mp.owl,24,http://purl.obolibrary.org/obo/UBERON_0002028,
UBERON_0007774,Class,hp.owl,22,http://purl.obolibrary.org/obo/UBERON_0007774,
UBERON_0007774,Class,mp.owl,18,http://purl.obolibrary.org/obo/UBERON_0007774,
UBERON_0000981,Class,hp.owl,16,http://purl.obolibrary.org/obo/UBERON_0000981,
UBERON_0000981,Class,mp.owl,24,http://purl.obolibrary.org/obo/UBERON_0000981,
UBERON_0000976,Class,hp.owl,24,http://purl.obolibrary.org/obo/UBERON_0000976,
UBERON_0000976,Class,mp.owl,16,http://purl.obolibrary.org/obo/UBERON_0000976,
UBERON_0001423,Class,hp.owl,23,http://purl.obolibrary.org/obo/UBERON_0001423,
UBERON_0001423,Class,mp.owl,17,http://purl.obolibrary.org/obo/UBERON_0001423,
UBERON_0001691,Class,hp.owl,19,http://purl.obolibrary.org/obo/UBERON_0001691,
UBERON_0001691,Class,mp.owl,21,http://purl.obolibrary.org/obo/UBERON_0001691,
GO_0008283,Class,hp.owl,2,http://purl.obolibrary.org/obo/GO_0008283,
GO_0008283,Class,mp.owl,38,http://purl.obolibrary.org/obo/GO_0008283,
UBERON_0002308,Class,hp.owl,20,http://purl.obolibrary.org/obo/UBERON_0002308,
UBERON_0002308,Class,mp.owl,20,http://purl.obolibrary.org/obo/UBERON_0002308,
UBERON_0002369,Class,hp.owl,15,http://purl.obolibrary.org/obo/UBERON_0002369,
UBERON_0002369,Class,mp.owl,25,http://purl.obolibrary.org/obo/UBERON_0002369,
UBERON_0002367,Class,hp.owl,15,http://purl.obolibrary.org/obo/UBERON_0002367,
UBERON_0002367,Class,mp.owl,25,http://purl.obolibrary.org/obo/UBERON_0002367,
UBERON_0004300,Class,hp.owl,19,http://purl.obolibrary.org/obo/UBERON_0004300,
UBERON_0004300,Class,mp.owl,20,http://purl.obolibrary.org/obo/UBERON_0004300,
UBERON_0002095,Class,hp.owl,20,http://purl.obolibrary.org/obo/UBERON_0002095,
UBERON_0002095,Class,mp.owl,19,http://purl.obolibrary.org/obo/UBERON_0002095,
UBERON_0002080,Class,hp.owl,14,http://purl.obolibrary.org/obo/UBERON_0002080,
UBERON_0002080,Class,mp.owl,25,http://purl.obolibrary.org/obo/UBERON_0002080,
UBERON_0002084,Class,hp.owl,13,http://purl.obolibrary.org/obo/UBERON_0002084,
UBERON_0002084,Class,mp.owl,26,http://purl.obolibrary.org/obo/UBERON_0002084,
bullet-shaped,Class,hp.owl,39,http://purl.obolibrary.org/obo/PATO_0002087,
UBERON_0001894,Class,hp.owl,18,http://purl.obolibrary.org/obo/UBERON_0001894,
UBERON_0001894,Class,mp.owl,21,http://purl.obolibrary.org/obo/UBERON_0001894,
UBERON_0000057,Class,hp.owl,18,http://purl.obolibrary.org/obo/UBERON_0000057,
UBERON_0000057,Class,mp.owl,21,http://purl.obolibrary.org/obo/UBERON_0000057,
UBERON_0003221,Class,hp.owl,17,http://purl.obolibrary.org/obo/UBERON_0003221,
UBERON_0003221,Class,mp.owl,21,http://purl.obolibrary.org/obo/UBERON_0003221,
UBERON_0001893,Class,hp.owl,22,http://purl.obolibrary.org/obo/UBERON_0001893,
UBERON_0001893,Class,mp.owl,16,http://purl.obolibrary.org/obo/UBERON_0001893,
UBERON_0001473,Class,hp.owl,16,http://purl.obolibrary.org/obo/UBERON_0001473,
UBERON_0001473,Class,mp.owl,22,http://purl.obolibrary.org/obo/UBERON_0001473,
UBERON_0001463,Class,hp.owl,27,http://purl.obolibrary.org/obo/UBERON_0001463,
UBERON_0001463,Class,mp.owl,11,http://purl.obolibrary.org/obo/UBERON_0001463,
UBERON_0001133,Class,hp.owl,17,http://purl.obolibrary.org/obo/UBERON_0001133,
UBERON_0001133,Class,mp.owl,21,http://purl.obolibrary.org/obo/UBERON_0001133,
UBERON_0007812,Class,hp.owl,11,http://purl.obolibrary.org/obo/UBERON_0007812,
UBERON_0007812,Class,mp.owl,26,http://purl.obolibrary.org/obo/UBERON_0007812,
decreased strength,Class,hp.owl,30,http://purl.obolibrary.org/obo/PATO_0001779,
decreased strength,Class,mp.owl,7,http://purl.obolibrary.org/obo/PATO_0001779,
UBERON_0000964,Class,hp.owl,19,http://purl.obolibrary.org/obo/UBERON_0000964,
UBERON_0000964,Class,mp.owl,18,http://purl.obolibrary.org/obo/UBERON_0000964,
UBERON_0001769,Class,hp.owl,18,http://purl.obolibrary.org/obo/UBERON_0001769,
UBERON_0001769,Class,mp.owl,19,http://purl.obolibrary.org/obo/UBERON_0001769,
UBERON_0002114,Class,hp.owl,17,http://purl.obolibrary.org/obo/UBERON_0002114,
UBERON_0002114,Class,mp.owl,20,http://purl.obolibrary.org/obo/UBERON_0002114,
UBERON_0003631,Class,hp.owl,25,http://purl.obolibrary.org/obo/UBERON_0003631,
UBERON_0003631,Class,mp.owl,12,http://purl.obolibrary.org/obo/UBERON_0003631,
UBERON_0003624,Class,hp.owl,25,http://purl.obolibrary.org/obo/UBERON_0003624,
UBERON_0003624,Class,mp.owl,12,http://purl.obolibrary.org/obo/UBERON_0003624,
UBERON_0001130,Class,hp.owl,20,http://purl.obolibrary.org/obo/UBERON_0001130,
UBERON_0001130,Class,mp.owl,17,http://purl.obolibrary.org/obo/UBERON_0001130,
UBERON_0001091,Class,hp.owl,18,http://purl.obolibrary.org/obo/UBERON_0001091,
UBERON_0001091,Class,mp.owl,19,http://purl.obolibrary.org/obo/UBERON_0001091,
UBERON_0001155,Class,hp.owl,19,http://purl.obolibrary.org/obo/UBERON_0001155,
UBERON_0001155,Class,mp.owl,18,http://purl.obolibrary.org/obo/UBERON_0001155,
UBERON_0003128,Class,hp.owl,4,http://purl.obolibrary.org/obo/UBERON_0003128,
UBERON_0003128,Class,mp.owl,32,http://purl.obolibrary.org/obo/UBERON_0003128,
UBERON_0002100,Class,hp.owl,21,http://purl.obolibrary.org/obo/UBERON_0002100,
UBERON_0002100,Class,mp.owl,15,http://purl.obolibrary.org/obo/UBERON_0002100,
UBERON_0007844,Class,hp.owl,20,http://purl.obolibrary.org/obo/UBERON_0007844,
UBERON_0007844,Class,mp.owl,16,http://purl.obolibrary.org/obo/UBERON_0007844,
GO_0005739,Class,hp.owl,20,http://purl.obolibrary.org/obo/GO_0005739,
GO_0005739,Class,mp.owl,16,http://purl.obolibrary.org/obo/GO_0005739,
CL_0000233,Class,hp.owl,12,http://purl.obolibrary.org/obo/CL_0000233,
CL_0000233,Class,mp.owl,24,http://purl.obolibrary.org/obo/CL_0000233,
cleft,Class,hp.owl,26,http://purl.obolibrary.org/obo/PATO_0000403,
cleft,Class,mp.owl,10,http://purl.obolibrary.org/obo/PATO_0000403,
UBERON_0000925,Class,hp.owl,16,http://purl.obolibrary.org/obo/UBERON_0000925,
UBERON_0000925,Class,mp.owl,20,http://purl.obolibrary.org/obo/UBERON_0000925,
UBERON_0001424,Class,hp.owl,22,http://purl.obolibrary.org/obo/UBERON_0001424,
UBERON_0001424,Class,mp.owl,14,http://purl.obolibrary.org/obo/UBERON_0001424,
UBERON_0003623,Class,hp.owl,24,http://purl.obolibrary.org/obo/UBERON_0003623,
UBERON_0003623,Class,mp.owl,12,http://purl.obolibrary.org/obo/UBERON_0003623,
UBERON_0002316,Class,hp.owl,18,http://purl.obolibrary.org/obo/UBERON_0002316,
UBERON_0002316,Class,mp.owl,18,http://purl.obolibrary.org/obo/UBERON_0002316,
UBERON_0002412,Class,hp.owl,19,http://purl.obolibrary.org/obo/UBERON_0002412,
UBERON_0002412,Class,mp.owl,17,http://purl.obolibrary.org/obo/UBERON_0002412,
UBERON_0005409,Class,hp.owl,25,http://purl.obolibrary.org/obo/UBERON_0005409,
UBERON_0005409,Class,mp.owl,10,http://purl.obolibrary.org/obo/UBERON_0005409,
flat,Class,hp.owl,27,http://purl.obolibrary.org/obo/PATO_0000407,
flat,Class,mp.owl,8,http://purl.obolibrary.org/obo/PATO_0000407,
asymmetrical,Class,hp.owl,27,http://purl.obolibrary.org/obo/PATO_0000616,
asymmetrical,Class,mp.owl,8,http://purl.obolibrary.org/obo/PATO_0000616,
closure incomplete,Class,hp.owl,22,http://purl.obolibrary.org/obo/PATO_0000609,
closure incomplete,Class,mp.owl,13,http://purl.obolibrary.org/obo/PATO_0000609,
UBERON_0001737,Class,hp.owl,23,http://purl.obolibrary.org/obo/UBERON_0001737,
UBERON_0001737,Class,mp.owl,12,http://purl.obolibrary.org/obo/UBERON_0001737,
UBERON_0001833,Class,hp.owl,14,http://purl.obolibrary.org/obo/UBERON_0001833,
UBERON_0001833,Class,mp.owl,21,http://purl.obolibrary.org/obo/UBERON_0001833,
UBERON_0002185,Class,hp.owl,20,http://purl.obolibrary.org/obo/UBERON_0002185,
UBERON_0002185,Class,mp.owl,15,http://purl.obolibrary.org/obo/UBERON_0002185,
UBERON_0003865,Class,hp.owl,32,http://purl.obolibrary.org/obo/UBERON_0003865,
UBERON_0003865,Class,mp.owl,3,http://purl.obolibrary.org/obo/UBERON_0003865,
edematous,Class,hp.owl,22,http://purl.obolibrary.org/obo/PATO_0001450,
edematous,Class,mp.owl,13,http://purl.obolibrary.org/obo/PATO_0001450,
UBERON_0004323,Class,hp.owl,32,http://purl.obolibrary.org/obo/UBERON_0004323,
UBERON_0004323,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0004323,
UBERON_0004302,Class,hp.owl,17,http://purl.obolibrary.org/obo/UBERON_0004302,
UBERON_0004302,Class,mp.owl,17,http://purl.obolibrary.org/obo/UBERON_0004302,
UBERON_0002037,Class,hp.owl,20,http://purl.obolibrary.org/obo/UBERON_0002037,
UBERON_0002037,Class,mp.owl,14,http://purl.obolibrary.org/obo/UBERON_0002037,
MPATH_62,Class,hp.owl,12,http://purl.obolibrary.org/obo/MPATH_62,
MPATH_62,Class,mp.owl,22,http://purl.obolibrary.org/obo/MPATH_62,
CHEBI_18248,Class,hp.owl,9,http://purl.obolibrary.org/obo/CHEBI_18248,
CHEBI_18248,Class,mp.owl,25,http://purl.obolibrary.org/obo/CHEBI_18248,
UBERON_0000030,Class,hp.owl,17,http://purl.obolibrary.org/obo/UBERON_0000030,
UBERON_0000030,Class,mp.owl,17,http://purl.obolibrary.org/obo/UBERON_0000030,
UBERON_0001449,Class,hp.owl,30,http://purl.obolibrary.org/obo/UBERON_0001449,
UBERON_0001449,Class,mp.owl,4,http://purl.obolibrary.org/obo/UBERON_0001449,
UBERON_0000165,Class,hp.owl,15,http://purl.obolibrary.org/obo/UBERON_0000165,
UBERON_0000165,Class,mp.owl,19,http://purl.obolibrary.org/obo/UBERON_0000165,
UBERON_0000059,Class,hp.owl,16,http://purl.obolibrary.org/obo/UBERON_0000059,
UBERON_0000059,Class,mp.owl,18,http://purl.obolibrary.org/obo/UBERON_0000059,
UBERON_0002228,Class,hp.owl,18,http://purl.obolibrary.org/obo/UBERON_0002228,
UBERON_0002228,Class,mp.owl,16,http://purl.obolibrary.org/obo/UBERON_0002228,
GO_0070265,Class,hp.owl,6,http://purl.obolibrary.org/obo/GO_0070265,
GO_0070265,Class,mp.owl,28,http://purl.obolibrary.org/obo/GO_0070265,
UBERON_0002167,Class,hp.owl,16,http://purl.obolibrary.org/obo/UBERON_0002167,
UBERON_0002167,Class,mp.owl,18,http://purl.obolibrary.org/obo/UBERON_0002167,
UBERON_0001052,Class,hp.owl,15,http://purl.obolibrary.org/obo/UBERON_0001052,
UBERON_0001052,Class,mp.owl,19,http://purl.obolibrary.org/obo/UBERON_0001052,
UBERON_0002374,Class,hp.owl,22,http://purl.obolibrary.org/obo/UBERON_0002374,
UBERON_0002374,Class,mp.owl,12,http://purl.obolibrary.org/obo/UBERON_0002374,
UBERON_0004314,Class,hp.owl,30,http://purl.obolibrary.org/obo/UBERON_0004314,
UBERON_0004314,Class,mp.owl,3,http://purl.obolibrary.org/obo/UBERON_0004314,
UBERON_0010709,Class,hp.owl,24,http://purl.obolibrary.org/obo/UBERON_0010709,
UBERON_0010709,Class,mp.owl,9,http://purl.obolibrary.org/obo/UBERON_0010709,
UBERON_0007116,Class,hp.owl,19,http://purl.obolibrary.org/obo/UBERON_0007116,
UBERON_0007116,Class,mp.owl,14,http://purl.obolibrary.org/obo/UBERON_0007116,
UBERON_0000924,Class,hp.owl,16,http://purl.obolibrary.org/obo/UBERON_0000924,
UBERON_0000924,Class,mp.owl,17,http://purl.obolibrary.org/obo/UBERON_0000924,
decreased width,Class,hp.owl,22,http://purl.obolibrary.org/obo/PATO_0000599,
decreased width,Class,mp.owl,11,http://purl.obolibrary.org/obo/PATO_0000599,
UBERON_0000479,Class,hp.owl,20,http://purl.obolibrary.org/obo/UBERON_0000479,
UBERON_0000479,Class,mp.owl,13,http://purl.obolibrary.org/obo/UBERON_0000479,
UBERON_0001821,Class,hp.owl,9,http://purl.obolibrary.org/obo/UBERON_0001821,
UBERON_0001821,Class,mp.owl,24,http://purl.obolibrary.org/obo/UBERON_0001821,
UBERON_0001443,Class,hp.owl,18,http://purl.obolibrary.org/obo/UBERON_0001443,
UBERON_0001443,Class,mp.owl,15,http://purl.obolibrary.org/obo/UBERON_0001443,
UBERON_0002110,Class,hp.owl,16,http://purl.obolibrary.org/obo/UBERON_0002110,
UBERON_0002110,Class,mp.owl,17,http://purl.obolibrary.org/obo/UBERON_0002110,
UBERON_0002495,Class,hp.owl,18,http://purl.obolibrary.org/obo/UBERON_0002495,
UBERON_0002495,Class,mp.owl,15,http://purl.obolibrary.org/obo/UBERON_0002495,
UBERON_0004328,Class,hp.owl,30,http://purl.obolibrary.org/obo/UBERON_0004328,
UBERON_0004328,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0004328,
UBERON_0004331,Class,hp.owl,30,http://purl.obolibrary.org/obo/UBERON_0004331,
UBERON_0004331,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0004331,
GO_0005737,Class,hp.owl,16,http://purl.obolibrary.org/obo/GO_0005737,
GO_0005737,Class,mp.owl,16,http://purl.obolibrary.org/obo/GO_0005737,
UBERON_0000990,Class,hp.owl,14,http://purl.obolibrary.org/obo/UBERON_0000990,
UBERON_0000990,Class,mp.owl,18,http://purl.obolibrary.org/obo/UBERON_0000990,
UBERON_0000979,Class,hp.owl,18,http://purl.obolibrary.org/obo/UBERON_0000979,
UBERON_0000979,Class,mp.owl,14,http://purl.obolibrary.org/obo/UBERON_0000979,
UBERON_0000007,Class,hp.owl,10,http://purl.obolibrary.org/obo/UBERON_0000007,
UBERON_0000007,Class,mp.owl,22,http://purl.obolibrary.org/obo/UBERON_0000007,
UBERON_0001446,Class,hp.owl,18,http://purl.obolibrary.org/obo/UBERON_0001446,
UBERON_0001446,Class,mp.owl,14,http://purl.obolibrary.org/obo/UBERON_0001446,
UBERON_0000060,Class,hp.owl,16,http://purl.obolibrary.org/obo/UBERON_0000060,
UBERON_0000060,Class,mp.owl,16,http://purl.obolibrary.org/obo/UBERON_0000060,
UBERON_0003864,Class,hp.owl,30,http://purl.obolibrary.org/obo/UBERON_0003864,
UBERON_0003864,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0003864,
UBERON_0004329,Class,hp.owl,29,http://purl.obolibrary.org/obo/UBERON_0004329,
UBERON_0004329,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0004329,
UBERON_0004321,Class,hp.owl,29,http://purl.obolibrary.org/obo/UBERON_0004321,
UBERON_0004321,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0004321,
UBERON_0004320,Class,hp.owl,29,http://purl.obolibrary.org/obo/UBERON_0004320,
UBERON_0004320,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0004320,
UBERON_0004322,Class,hp.owl,29,http://purl.obolibrary.org/obo/UBERON_0004322,
UBERON_0004322,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0004322,
UBERON_0004312,Class,hp.owl,28,http://purl.obolibrary.org/obo/UBERON_0004312,
UBERON_0004312,Class,mp.owl,3,http://purl.obolibrary.org/obo/UBERON_0004312,
UBERON_0004311,Class,hp.owl,28,http://purl.obolibrary.org/obo/UBERON_0004311,
UBERON_0004311,Class,mp.owl,3,http://purl.obolibrary.org/obo/UBERON_0004311,
UBERON_0004330,Class,hp.owl,29,http://purl.obolibrary.org/obo/UBERON_0004330,
UBERON_0004330,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0004330,
UBERON_0002082,Class,hp.owl,14,http://purl.obolibrary.org/obo/UBERON_0002082,
UBERON_0002082,Class,mp.owl,17,http://purl.obolibrary.org/obo/UBERON_0002082,
UBERON_0000474,Class,hp.owl,13,http://purl.obolibrary.org/obo/UBERON_0000474,
UBERON_0000474,Class,mp.owl,18,http://purl.obolibrary.org/obo/UBERON_0000474,
MPATH_181,Class,hp.owl,8,http://purl.obolibrary.org/obo/MPATH_181,
MPATH_181,Class,mp.owl,23,http://purl.obolibrary.org/obo/MPATH_181,
weight,Class,hp.owl,1,http://purl.obolibrary.org/obo/PATO_0000128,
weight,Class,mp.owl,30,http://purl.obolibrary.org/obo/PATO_0000128,
UBERON_0004313,Class,hp.owl,27,http://purl.obolibrary.org/obo/UBERON_0004313,
UBERON_0004313,Class,mp.owl,3,http://purl.obolibrary.org/obo/UBERON_0004313,
UBERON_0004337,Class,hp.owl,27,http://purl.obolibrary.org/obo/UBERON_0004337,
UBERON_0004337,Class,mp.owl,3,http://purl.obolibrary.org/obo/UBERON_0004337,
UBERON_0004769,Class,hp.owl,21,http://purl.obolibrary.org/obo/UBERON_0004769,
UBERON_0004769,Class,mp.owl,9,http://purl.obolibrary.org/obo/UBERON_0004769,
MPATH_70,Class,hp.owl,13,http://purl.obolibrary.org/obo/MPATH_70,
MPATH_70,Class,mp.owl,17,http://purl.obolibrary.org/obo/MPATH_70,
UBERON_0009768,Class,hp.owl,17,http://purl.obolibrary.org/obo/UBERON_0009768,
UBERON_0009768,Class,mp.owl,13,http://purl.obolibrary.org/obo/UBERON_0009768,
UBERON_0000915,Class,hp.owl,15,http://purl.obolibrary.org/obo/UBERON_0000915,
UBERON_0000915,Class,mp.owl,15,http://purl.obolibrary.org/obo/UBERON_0000915,
UBERON_0009585,Class,hp.owl,15,http://purl.obolibrary.org/obo/UBERON_0009585,
UBERON_0009585,Class,mp.owl,15,http://purl.obolibrary.org/obo/UBERON_0009585,
UBERON_0000004,Class,hp.owl,21,http://purl.obolibrary.org/obo/UBERON_0000004,
UBERON_0000004,Class,mp.owl,9,http://purl.obolibrary.org/obo/UBERON_0000004,
UBERON_0002183,Class,hp.owl,15,http://purl.obolibrary.org/obo/UBERON_0002183,
UBERON_0002183,Class,mp.owl,15,http://purl.obolibrary.org/obo/UBERON_0002183,
UBERON_0002168,Class,hp.owl,14,http://purl.obolibrary.org/obo/UBERON_0002168,
UBERON_0002168,Class,mp.owl,16,http://purl.obolibrary.org/obo/UBERON_0002168,
UBERON_0003637,Class,hp.owl,27,http://purl.obolibrary.org/obo/UBERON_0003637,
UBERON_0003637,Class,mp.owl,3,http://purl.obolibrary.org/obo/UBERON_0003637,
UBERON_0002349,Class,hp.owl,11,http://purl.obolibrary.org/obo/UBERON_0002349,
UBERON_0002349,Class,mp.owl,19,http://purl.obolibrary.org/obo/UBERON_0002349,
UBERON_0002234,Class,hp.owl,28,http://purl.obolibrary.org/obo/UBERON_0002234,
UBERON_0002234,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0002234,
UBERON_0001132,Class,hp.owl,15,http://purl.obolibrary.org/obo/UBERON_0001132,
UBERON_0001132,Class,mp.owl,15,http://purl.obolibrary.org/obo/UBERON_0001132,
UBERON_0004316,Class,hp.owl,27,http://purl.obolibrary.org/obo/UBERON_0004316,
UBERON_0004316,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0004316,
UBERON_0004315,Class,hp.owl,27,http://purl.obolibrary.org/obo/UBERON_0004315,
UBERON_0004315,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0004315,
GO_0005634,Class,hp.owl,11,http://purl.obolibrary.org/obo/GO_0005634,
GO_0005634,Class,mp.owl,18,http://purl.obolibrary.org/obo/GO_0005634,
GO_0005886,Class,hp.owl,13,http://purl.obolibrary.org/obo/GO_0005886,
GO_0005886,Class,mp.owl,16,http://purl.obolibrary.org/obo/GO_0005886,
CL_0000540,Class,hp.owl,10,http://purl.obolibrary.org/obo/CL_0000540,
CL_0000540,Class,mp.owl,19,http://purl.obolibrary.org/obo/CL_0000540,
agenesis,Class,hp.owl,27,http://purl.obolibrary.org/obo/PATO_0002291,
agenesis,Class,pato.owl,1,http://purl.obolibrary.org/obo/PATO_0002291,
agenesis,Class,mp.owl,1,http://purl.obolibrary.org/obo/PATO_0002291,
UBERON_0001435,Class,hp.owl,24,http://purl.obolibrary.org/obo/UBERON_0001435,
UBERON_0001435,Class,mp.owl,5,http://purl.obolibrary.org/obo/UBERON_0001435,
UBERON_0000074,Class,hp.owl,11,http://purl.obolibrary.org/obo/UBERON_0000074,
UBERON_0000074,Class,mp.owl,18,http://purl.obolibrary.org/obo/UBERON_0000074,
UBERON_0000079,Class,hp.owl,14,http://purl.obolibrary.org/obo/UBERON_0000079,
UBERON_0000079,Class,mp.owl,15,http://purl.obolibrary.org/obo/UBERON_0000079,
UBERON_0002115,Class,hp.owl,14,http://purl.obolibrary.org/obo/UBERON_0002115,
UBERON_0002115,Class,mp.owl,15,http://purl.obolibrary.org/obo/UBERON_0002115,
UBERON_0003640,Class,hp.owl,27,http://purl.obolibrary.org/obo/UBERON_0003640,
UBERON_0003640,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0003640,
UBERON_0001075,Class,hp.owl,20,http://purl.obolibrary.org/obo/UBERON_0001075,
UBERON_0001075,Class,mp.owl,9,http://purl.obolibrary.org/obo/UBERON_0001075,
UBERON_0004301,Class,hp.owl,14,http://purl.obolibrary.org/obo/UBERON_0004301,
UBERON_0004301,Class,mp.owl,14,http://purl.obolibrary.org/obo/UBERON_0004301,
UBERON_0001301,Class,hp.owl,9,http://purl.obolibrary.org/obo/UBERON_0001301,
UBERON_0001301,Class,mp.owl,19,http://purl.obolibrary.org/obo/UBERON_0001301,
UBERON_0001438,Class,hp.owl,21,http://purl.obolibrary.org/obo/UBERON_0001438,
UBERON_0001438,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001438,
UBERON_0003638,Class,hp.owl,25,http://purl.obolibrary.org/obo/UBERON_0003638,
UBERON_0003638,Class,mp.owl,3,http://purl.obolibrary.org/obo/UBERON_0003638,
UBERON_0003620,Class,hp.owl,25,http://purl.obolibrary.org/obo/UBERON_0003620,
UBERON_0003620,Class,mp.owl,3,http://purl.obolibrary.org/obo/UBERON_0003620,
UBERON_0002411,Class,hp.owl,15,http://purl.obolibrary.org/obo/UBERON_0002411,
UBERON_0002411,Class,mp.owl,13,http://purl.obolibrary.org/obo/UBERON_0002411,
UBERON_0003889,Class,hp.owl,10,http://purl.obolibrary.org/obo/UBERON_0003889,
UBERON_0003889,Class,mp.owl,18,http://purl.obolibrary.org/obo/UBERON_0003889,
UBERON_0004324,Class,hp.owl,26,http://purl.obolibrary.org/obo/UBERON_0004324,
UBERON_0004324,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0004324,
UBERON_0004338,Class,hp.owl,25,http://purl.obolibrary.org/obo/UBERON_0004338,
